transaction_id,order_date,customer_id,store_name,city,product_name,category,size,quantity,unit_price_inr,discount_percent,total_amount_inr,payment_method,customer_rating,loyalty_member,order_channel
TXN00497,2026-03-31,CUST1015,Starbucks MI Road,Jaipur,Matcha Latte,Tea,Tall,-1.0,360 INR,10.0,Unavailable,Unavailable,Unavailable,no,Unavailable
TXN00498,2025-06-10,CUST1032,Starbucks Cyber Hub,Bengaluru,Espresso,Coffee,Venti,1.0,200,5.0,Unavailable,UPI,5,Unavailable,Unavailable
TXN00499,2026-03-11,CUST1019,Starbucks Sector 17,Chandigarh,Matcha Latte,Tea,Short,4.0,360,20.0,1152,card,3,No,Walk-in
TXN00500,2025-02-03,CUST1145,Starbucks Cyber Hub,Bengaluru,Cold Brew,Coffee,Tall,2.0,290,5.0,551,Card,five,YES,Walk-in
TXN00501,05/02/2026,CUST1024,Starbucks Cyber Hub,Bengaluru,Americano,Merchandise,Venti,2.0,275,20.0,440,Card,five,Unavailable,Unavailable
TXN00502,2025-03-22,CUST1055,Starbucks Phoenix Mall,Mumbai,Matcha Latte,Tea,Venti,1.0,370,10.0,333,UPi,3,no,Delivery
TXN00503,18/03/2025,CUST1127,Starbucks Cyber Hub,Bengaluru,Cappuccino,Coffee,Grande,4.0,free,0.0,Unavailable,Unavailable,3.5,Yes,Unavailable
TXN00504,02/04/2025,CUST1117,Starbucks Indiranagar,Noida,Cappuccino,Coffee,Unavailable,1.0,290,0.0,290,Cash,5,Yes,Unavailable
TXN00505,18/11/2025,CUST1129,Starbucks Phoenix Mall,Mumbai,Caffè Latte,Coffee,Tall,4.0,285,20.0,912,Card,6,Unavailable,Swiggy
TXN00506,2026-02-13,CUST1118,Starbucks MI Road,Jaipur,Chocolate Croissant,Bakery,Unavailable,1.0,190,0.0,190,UPI,5,Yes,Delivery
TXN00507,13/05/2026,CUST1029,STARBUCKS Hitech City,Hyderabad,Chocolate Croissant,Bakery,Venti,4.0,210 INR,5.0,Unavailable,Wallet,3.5,YES,App
TXN00508,10/03/2026,CUST1021,starbucks Cyber Hub,Bengaluru,Pumpkin Spice Latte,Coffee,Unavailable,3.0,370,20.0,988,Wallet,Unavailable,Unavailable,Zomato
TXN00509,2026-03-06,CUST1041,Starbucks Phoenix Mall,Mumbai,Caramel Macchiato,Coffee,Unavailable,4.0,320,15.0,1088,Card,5,Unavailable,Swiggy
TXN00510,2025-06-01,CUST1104,STARBUCKS Hitech City,Hyderabad,Cold Brew,Coffee,Venti,1.0,310,0.0,Unavailable,Unavailable,4.5,Unavailable,Walk-in
TXN00511,Unavailable,CUST1003,Starbucks Indiranagar,Noida,Caffè Latte,Coffee,grande,4.0,275,5.0,Unavailable,UPI,3,Unavailable,Unavailable
TXN00512,2025-12-10,CUST1109,Starbucks Sector-35,Gurugram,Iced Tea,Tea,Unavailable,4.0,230,15.0,782,Unavailable,4.5,YES,Unavailable
TXN00513,26/02/2026,CUST1139,Starbucks CP,Delhi,Iced Tea,Tea,Tall,1.0,230,0.0,230,card,2,no,Swiggy
TXN00514,Unavailable,Unavailable,Starbucks Mall Road,Ludhiana,Mocha,Coffee,grande,4.0,330,0.0,1320,card,4,YES,Unavailable
TXN00515,Unavailable,CUST1061,Starbucks Phoenix Mall,Mumbai,Iced Tea,Tea,Unavailable,1.0,230,0.0,230,Card,1,Unavailable,Unavailable
TXN00516,08-25-2025,CUST1129,Starbucks Sector-35,Gurugram,Caramel Macchiato,Coffee,grande,1.0,340,20.0,272,Cash,4.5,YES,Swiggy
TXN00517,22/03/2025,CUST1033,Starbucks Indiranagar,Noida,Cold Brew,Coffee,Venti,1.0,310,0.0,310,Wallet,1,Unavailable,Swiggy
TXN00518,not available,CUST1028,Starbucks Sector 17,Chandigarh,Americano,Coffee,Venti,2.0,275,20.0,Unavailable,UPI,5,Yes,Unavailable
TXN00519,not available,CUST1053,Starbucks Mall Road,Ludhiana,Spinach Feta Wrap,Food,Unavailable,2.0,335,20.0,536,Cash,2,No,Zomato
TXN00520,2026-05-11,CUST1065,Starbucks Hitech City,Hyderabad,Caffè Latte,Coffee,Venti,1.0,300,0.0,Unavailable,Wallet,2,YES,Walk-in
